LATITUDE,LONGITUD
34.65751667,-86.5094
32.32753333,-85.0972
32.45959444,-85.1773
33.77259167,-85.9854
34.41498889,-88.1357
34.41565833,-87.1593
33.863925,-86.7932
32.61161389,-86.957
34.64922222,-87.2029
33.15453056,-86.6469
34.43932778,-85.5058
33.52374722,-86.6634
33.41356944,-86.9285
31.27318333,-86.1043
32.55889722,-86.2217
31.75016944,-85.2272
33.78269167,-85.7616
34.73750278,-86.1209
32.28054167,-87.8272
34.86355278,-87.0157
34.79067778,-87.0887
30.797325,-88.1514
32.61245833,-86.478
32.64020833,-85.315
33.75588056,-87.8318
33.47830556,-86.122
33.28603611,-87.9778
33.10883889,-87.0771
34.44695278,-86.8054
33.219025,-85.8546
33.668825,-86.4839
32.49473889,-85.0504
34.50151389,-86.2688
32.29793889,-86.7121
30.67958889,-88.2077
33.37980278,-86.6271
32.26225833,-86.1602
30.60361389,-87.5581
32.74523611,-88.0895
34.67891667,-86.9222
34.27428611,-86.4957
34.61681389,-86.9865
33.1912,-85.4078
30.59119722,-88.2077
30.52058333,-88.2129
33.33411111,-86.6771
32.94583333,-86.6351
32.31847222,-86.0946
32.46076667,-86.8783
34.60440833,-87.0165
33.66238056,-85.8269
30.83323056,-88.2678
30.48714722,-88.2339
34.58225278,-86.9729
30.48738611,-88.3412
30.56513056,-87.601
34.10606111,-88.0227
30.62308889,-88.129
33.55152778,-86.8301
33.28980556,-87.0804
32.55179722,-85.522
33.58536667,-85.8998
30.51924444,-88.2732
33.00738056,-87.7625
33.37461389,-86.9612
30.81231389,-88.3162
34.90215833,-86.664
33.54027778,-86.7753
34.94921667,-86.7482
33.31183611,-85.7452
33.19335556,-86.3078
34.02570278,-87.6969
30.67318889,-88.0971
30.47797222,-88.2339
32.91541944,-85.9521
33.98967222,-86.9924
34.74883889,-86.7963
34.4677,-86.5651
34.52703056,-87.7082
30.49479444,-88.1696
34.25476944,-86.8744
32.07906667,-85.5272
31.05285,-85.6459
33.485825,-86.89
31.17446944,-85.3672
33.71599444,-86.1601
33.91037778,-87.1941
33.21958889,-87.5933
31.99288056,-87.7602
34.66037778,-85.6995
30.58913333,-88.1694
31.83550833,-85.1988
34.80105,-86.7105
33.82526667,-87.2498
34.58826389,-86.4589
33.49381944,-86.1285
32.31334444,-86.2252
30.58781944,-87.7291
34.43239722,-88.1341
34.54068333,-87.7069
31.36646389,-86.4601
30.84175,-88.3101
33.22045278,-87.4397
33.43956944,-86.8429
34.96863889,-86.4961
34.69891389,-86.6965
31.20250833,-87.311
33.46656111,-86.849
32.56678611,-86.125
32.774625,-85.173
34.48956667,-87.1467
32.34603333,-86.3291
33.07815,-88.1203
32.65761111,-85.4602
30.57054722,-88.1327
33.69461944,-86.6486
34.88921667,-86.9186
34.19228611,-86.7864
33.868075,-85.9001
34.38703333,-86.3912
31.3528,-86.1476
32.42260556,-86.2692
33.21766944,-86.7985
32.55902778,-85.5165
34.862725,-85.5928
30.73865278,-88.1106
31.21246111,-86.0208
34.33801944,-86.3129
33.43939167,-85.3868
34.365625,-86.2893
34.79037222,-86.9843
33.60401944,-86.0087
31.30386111,-86.0517
33.53990833,-86.7201
33.59638611,-85.9252
31.12944722,-87.4385
32.66224444,-86.5027
30.59481111,-88.1547
33.89504167,-87.4578
31.15518889,-87.385
33.78401389,-87.213
33.06079167,-87.7018
33.97514444,-87.7415
33.60938889,-86.8093
33.85200556,-86.8288
32.57066111,-86.1489
31.43733333,-87.8145
30.59719444,-88.1817
33.49302778,-86.8819
32.64068056,-85.3912
33.22783611,-87.5129
33.671375,-86.6988
34.9294,-87.4049
33.34859444,-86.6297
32.49357778,-88.3713
33.09793056,-86.8652
34.91943056,-87.5316
32.09973333,-86.065
33.02328333,-88.1014
34.60551111,-87.1498
32.31159444,-85.0379
31.53445556,-87.893
33.21654444,-87.4842
34.28005833,-86.8112
30.36521111,-87.6531
32.07659722,-86.3019
32.69675,-86.1859
33.19525833,-87.5645
33.47466389,-86.8768
34.96378333,-87.885
33.69496389,-87.3922
32.81749444,-88.1594
30.72733333,-88.12
30.71641944,-88.2255
33.51558889,-86.823
32.13789722,-85.6002
32.49017778,-85.0193
32.45294444,-85.5329
33.50971111,-86.8928
34.52324444,-87.5295
33.47765556,-86.8256
34.66947222,-85.8238
33.46625278,-86.7774
34.54922778,-87.2786
33.486675,-85.6817
30.76590556,-87.6873
30.68191944,-88.0678
32.43324444,-85.0263
31.31305833,-85.8483
34.58483056,-87.4169
31.16065556,-85.4022
34.72601389,-86.644
33.71652778,-85.8635
33.01408333,-87.7818
33.32338611,-86.9055
33.50683333,-86.8363
34.72004722,-86.5956
32.47930556,-85.7256
31.06755833,-85.4049
33.29999444,-86.8094
32.81880278,-86.7541
33.69546389,-86.0668
32.36835833,-86.0719
34.56868611,-86.9108
32.62364167,-85.3879
34.09976944,-88.0189
33.54398611,-86.756
33.47615278,-86.9266
32.40958889,-85.9543
30.65830833,-87.8934
32.37021667,-86.048
33.14068611,-88.1631
33.306175,-86.8797
30.75546667,-88.2148
34.31911667,-88.0422
33.69188611,-85.8833
30.33367778,-87.7308
33.75194167,-86.2759
31.69246667,-85.4947
34.74689722,-87.6351
30.72976944,-88.173
30.39204444,-87.7228
33.41122222,-86.8571
34.62566111,-85.9763
32.12149722,-87.3052
32.96459444,-85.4402
30.35565,-87.7136
30.46376111,-88.2506
30.39933056,-87.7172
34.94685,-86.5718
32.31016389,-86.3691
34.83002778,-87.6281
32.88654722,-85.8719
34.85873056,-86.5714
31.11139722,-85.2483
31.56767778,-86.0102
33.18479722,-85.8105
32.84573889,-85.9777
32.64304722,-85.4371
32.47524722,-85.0312
33.22576389,-85.4299
34.58483889,-87.0031
34.20144444,-85.9428
33.15887222,-87.5786
31.58079167,-86.8421
32.525275,-85.5702
33.58461389,-86.4389
32.55837778,-85.5071
33.29721389,-87.0579
31.29779444,-86.284
31.140225,-88.0562
33.59063889,-88.0784
33.82271111,-86.6682
31.10508889,-85.5885
33.61414444,-87.383
33.91505,-87.2523
33.13044444,-87.5189
34.067125,-86.4917
34.69138056,-87.617
33.16328333,-86.3277
32.36671667,-86.1015
34.17191667,-86.2609
34.55493889,-86.9534
33.68511389,-86.2804
34.57870278,-87.682
32.38139722,-85.8009
34.72548611,-86.5964
34.29422778,-86.1399
31.57943889,-85.7742
31.98019167,-86.972
32.85785,-85.4165
33.49686667,-86.8767
34.71580833,-86.5914
33.85277222,-86.8307
31.40508333,-85.5724
34.80070833,-87.0717
30.42130833,-87.7057
31.7088,-85.6105
32.62199722,-85.3601
32.35010556,-86.2208
33.20306389,-87.7135
30.60011389,-88.0964
31.90551667,-88.4154
34.58996667,-87.7417
34.30011389,-86.9647
32.59516944,-86.7774
34.84363333,-87.6444
32.36215556,-85.1839
33.38939722,-85.5398
32.96065,-87.8002
33.247275,-86.6235
32.85109722,-85.1888
34.16097778,-85.7004
32.34419167,-86.2238
31.29707778,-86.2245
34.71174444,-86.6269
34.08767222,-86.7014
30.66614722,-88.2254
34.00875,-87.4847
30.92920278,-88.2385
32.89838056,-87.8629
33.70978611,-85.8487
32.91076944,-87.6408
34.63610833,-87.656
34.22872222,-86.7257
34.35731111,-86.2514
31.51818333,-85.9171
32.17188056,-86.6722
32.43877222,-86.4265
32.02866667,-88.2065
30.53899722,-87.5608
32.34595556,-85.1275
30.40826389,-88.149
31.71245833,-85.6902
33.12773056,-87.4387
31.79744444,-87.7553
32.19253611,-86.5651
31.00983611,-88.1458
32.63383889,-85.2867
30.37740278,-87.4655
30.52309444,-88.3008
33.78173889,-86.4118
33.59160556,-86.1341
30.58151111,-87.4859
33.46308611,-86.9412
33.26603056,-86.799
32.20389444,-86.4129
33.38896667,-86.9865
33.541625,-86.6437
33.60544722,-86.2876
33.74267222,-86.8267
33.50295833,-86.8921
33.84160833,-87.0885
31.11016389,-88.085
34.74415278,-85.728
31.58481667,-87.8768
33.9089,-87.1166
30.82461667,-88.1308
33.62426111,-86.6853
33.42796944,-86.7072
34.54392778,-87.654
33.97773611,-86.7569
33.93894444,-87.0577
31.65311667,-87.2203
32.46013889,-85.8928
34.17208889,-86.8566
33.7008,-86.1057
34.30095556,-86.1448
34.89496667,-87.542
34.59031389,-87.676
34.36357778,-86.4205
32.57528333,-85.4208
34.90796111,-87.7883
34.53047778,-86.59
34.67188333,-86.5392
33.21575,-87.4776
34.71631111,-86.7965
30.54159722,-88.1926
32.71838056,-86.9085
34.82768056,-86.6195
30.66578889,-88.2908
34.87835556,-87.0749
34.64671944,-86.5399
34.61053889,-87.0027
33.49313056,-86.7869
32.5024,-86.4562
33.52643611,-85.6736
34.30925278,-86.984
33.77184444,-85.767
32.55461944,-86.1763
33.44725556,-86.8129
34.77304167,-86.5277
34.71467778,-87.7036
33.65113611,-86.6475
31.425975,-85.6459
33.65089444,-86.61
32.11560833,-86.196
33.12756111,-85.3644
32.56644444,-85.1303
34.74528056,-86.6819
33.58393889,-86.1966
32.87276667,-85.3135
31.90371111,-86.3752
31.08698889,-85.334
33.60993056,-86.7776
31.05416111,-85.5278
34.87089722,-87.7802
34.23615278,-85.535
34.54259444,-85.9553
32.60450278,-85.5955
32.92116944,-86.2113
32.67582778,-85.4857
34.661475,-86.787
34.84325833,-87.6887
34.36555278,-86.2893
32.28280278,-86.7719
33.90953611,-86.1092
33.78819167,-86.6861
33.41259444,-86.8058
31.66383611,-86.7017
33.82458611,-87.1056
33.37215,-86.2299
33.21216111,-86.3131
33.82131667,-87.2163
33.03639722,-86.5961
32.44951667,-86.4888
32.50987222,-87.7202
34.82938889,-86.5826
32.66066944,-87.5459
34.83789167,-86.8316
32.32643889,-86.2944
33.50068889,-86.8074
31.44134444,-87.8712
33.65596389,-86.6826
33.26725833,-87.5716
34.00821667,-86.0663
32.81217778,-86.6015
33.71908333,-86.407
33.55353611,-86.8857
33.27213333,-87.749
34.43917778,-85.7461
33.49853611,-86.8994
33.13607778,-86.7446
32.05001667,-86.5011
31.32399722,-86.2211
33.442075,-86.9131
33.53631389,-86.8798
31.57984444,-85.6024
31.60210833,-87.9133
34.58319167,-87.4146
33.34713611,-87.6887
32.80766667,-86.5678
34.61358889,-86.5495
33.3381,-87.6213
32.73060833,-85.2534
31.36706667,-85.4804
34.71284444,-86.6364
30.45893611,-88.259
34.64916389,-87.1849
32.77234167,-86.5391
33.42440833,-86.7029
30.41123611,-87.4424
33.06593333,-86.2813
32.32683889,-86.3322
34.64560278,-87.1404
33.11578056,-86.7111
34.86000278,-86.9737
33.35667222,-87.6942
33.48076944,-86.8497
32.86655278,-85.3825
34.89007222,-86.57
34.16959444,-85.7299
34.57962222,-86.9781
33.208725,-86.783
34.13393333,-86.8536
34.133075,-86.8175
33.58317222,-86.7072
34.94715,-87.4852
34.2423,-87.0294
33.68025556,-86.2798
32.865475,-86.6077
33.49816111,-86.9019
30.55651667,-88.2068
34.80643611,-87.6437
30.65187778,-87.7765
30.67711389,-87.9857
33.605075,-85.8175
33.59431389,-85.8764
33.913275,-86.3514
30.35721667,-87.4948
30.41822778,-87.6833
33.52906944,-86.7135
33.60269167,-86.6544
33.58711944,-86.7679
31.25857222,-85.386
34.01261667,-85.9951
31.03503889,-87.1009
34.47458333,-85.7226
31.69556667,-87.783
33.35548611,-87.8122
32.55699167,-87.2852
34.54584167,-86.8503
34.60407778,-86.9952
32.34717222,-86.3389
32.30861944,-86.0298
31.98809167,-86.027
30.60002778,-88.1663
30.6618,-88.0749
30.58689167,-88.2055
30.68562778,-88.0557
30.67795278,-88.2393
30.72004444,-88.153
33.93346111,-87.8322
34.84545833,-87.0181
34.76343056,-86.8564
34.47361111,-87.3093
34.95118056,-87.7849
34.86361389,-87.6043
34.85859444,-87.6692
34.02013889,-88.1855
32.30916944,-86.2189
33.19129722,-86.8036
33.04840556,-86.5884
32.52825278,-87.0319
30.68771667,-88.0595
34.05699722,-86.7754
33.46320278,-86.9451
33.60815556,-86.6721
32.2876,-86.7906
33.57448611,-86.3901
34.84947778,-86.4532
31.47650556,-85.2947
34.20759444,-86.8797
30.54552778,-87.8891
30.71458889,-88.1205
33.91770278,-86.3992
32.81023056,-86.0677
30.78740556,-88.1137
33.84254167,-86.6648
33.50508333,-86.7906
32.36766111,-86.3262
33.82121389,-87.1575
31.50285556,-86.9491
32.35351667,-86.3472
33.75315556,-85.7867
32.59654167,-86.7078
33.46756944,-86.1153
34.73518611,-86.6131
34.52971667,-86.9309
32.21241667,-86.3489
30.78581111,-88.1512
31.24549722,-86.1601
34.45640833,-86.2743
33.54828333,-86.7805
30.68810278,-88.0181
34.45288056,-85.6891
34.17359722,-86.8566
30.54553889,-87.81
33.50033333,-86.8612
30.56745278,-87.6658
32.45703333,-87.0354
33.99770833,-86.0538
33.44234722,-86.8089
30.86439722,-87.7317
34.73503889,-86.6292
33.49749444,-86.3135
32.77321389,-88.226
32.90668056,-85.9083
33.99565833,-85.9679
32.32631389,-86.3264
33.48373611,-86.8606
32.17278889,-86.6629
34.97896389,-85.7329
32.36836667,-86.3001
61.17872778,-149.868
61.54006667,-149.565
61.12308889,-149.834
61.57802778,-159.558
64.54408611,-163.032
61.38853056,-149.505
64.70956944,-148.539
60.49216944,-151.049
55.44131944,-131.799
61.22412778,-149.817
61.18086667,-149.859
61.57907222,-149.511
61.12869444,-146.345
61.61367778,-149.241
61.61055278,-149.6
62.98938889,-149.625
61.29217222,-149.59
61.79595556,-145.189
58.36997222,-134.598
61.42586944,-149.824
61.09278056,-149.835
61.5809,-149.595
61.21340556,-149.879
60.9828,-149.49
56.34183611,-132.338
60.25840833,-151.336
61.18949167,-149.887
59.05486944,-160.386
60.59094722,-149.551
55.90005556,-133.152
61.54248889,-149.554
61.71124167,-148.919
63.39718056,-148.891
61.22402778,-149.757
61.18068056,-149.778
60.48913889,-150.13
60.52978056,-150.934
61.31963889,-149.574
60.55975278,-151.271
61.52921944,-149.608
61.5171,-149.623
64.89885833,-147.698
69.73334722,-148.696
61.19864444,-149.868
62.83267222,-149.896
58.96456944,-158.972
61.20965833,-149.808
64.91696111,-147.944
56.392475,-132.344
63.19082222,-149.357
61.56301667,-149.16
63.14777222,-149.42
64.97136111,-147.563
61.17451389,-149.898
61.20194167,-149.868
61.14909167,-149.864
61.17695278,-149.886
61.19066667,-149.868
64.58599444,-147.053
61.36112222,-149.543
64.75513611,-147.258
61.21948611,-149.855
61.12743611,-149.908
64.81896389,-147.442
61.54608611,-149.602
58.30216111,-134.426
62.94418333,-155.58
61.56267222,-149.268
61.12707778,-149.856
33.17410278,-110.81
32.09681389,-110.993
34.95164722,-110.308
33.56684167,-111.902
32.14910833,-110.978
32.87112778,-111.687
31.48914444,-110.257
33.38603611,-111.812
32.27202778,-110.961
33.410525,-111.999
34.81901667,-111.614
33.38458333,-112.369
33.46599722,-112.169
32.22773611,-110.966
36.22725556,-111.402
35.17308056,-112.462
32.35174167,-111.047
34.42111667,-112.061
34.541075,-111.327
32.23624444,-110.876
31.45340556,-110.257
35.15164167,-109.506
31.691975,-110.403
33.66383333,-114.213
33.37368056,-111.782
35.12176111,-111.681
32.1779,-111.002
34.39195278,-111.457
33.56999444,-111.926
32.32088611,-109.499
33.49505556,-112.265
33.42720833,-112.034
32.66305556,-114.321
33.739725,-112.123
35.76351389,-114.147
33.55616667,-112.113
33.79143611,-110.501
33.38558056,-111.598
32.34247222,-111.072
33.37820278,-111.928
33.33173056,-111.756
33.59380556,-112.1
33.47342778,-112.267
34.25918333,-112.117
33.53685278,-112.151
33.58781389,-112.1
34.31864444,-110.846
32.30803333,-110.979
33.38570833,-111.852
32.23562222,-110.816
32.01173333,-110.992
32.77214167,-114.359
32.701825,-114.634
33.460075,-112.307
99.9999,999.9999
33.02007778,-111.766
32.56859167,-110.925
31.657225,-111.061
33.31573611,-112.004
99.9999,999.9999
99.9999,999.9999
99.9999,999.9999
99.9999,999.9999
33.63856944,-112.134
33.37050278,-112.049
33.49513889,-112.103
99.9999,999.9999
33.48775833,-112.092
33.48044722,-112.019
33.47173611,-112.203
33.659,-112.115
33.66560278,-112.1
99.9999,999.9999
34.12905556,-109.946
99.9999,999.9999
35.10795,-114.625
33.41672778,-112.332
99.9999,999.9999
33.395275,-111.563
34.54366944,-109.897
35.67516389,-110.498
99.9999,999.9999
33.53681667,-112.35
33.61073889,-112.186
32.670125,-114.47
33.23130833,-111.841
35.10690833,-114.545
32.30632778,-111.022
99.9999,999.9999
32.22082778,-110.798
32.26139444,-110.892
32.26123611,-110.972
36.63108333,-111.208
33.40787778,-111.838
33.64831389,-112.083
33.52915556,-112.151
31.52458889,-110.773
33.32634167,-111.732
32.14837222,-111.018
33.52381111,-112.061
35.01880278,-114.58
33.48053611,-112.182
32.13378333,-111.01
32.39014444,-111.119
33.30972778,-111.065
33.364575,-111.645
33.61216389,-113.639
32.04611111,-110.993
33.45526944,-111.984
32.13338611,-111.047
32.19193056,-110.855
33.63285556,-113.779
32.20687222,-110.892
33.45131667,-111.906
33.36388056,-111.891
32.25859167,-110.802
33.46441944,-112.347
33.43734167,-111.702
32.42929722,-111.374
33.49483056,-112.203
34.81673611,-111.611
33.79105556,-110.028
34.38001111,-112.196
34.47683333,-112.262
33.46595,-111.944
32.19032222,-110.908
31.96303056,-110.446
31.70180556,-110.59
33.66189722,-114.238
32.28143056,-111.018
32.87933611,-112.049
33.45148333,-111.683
32.66735556,-114.403
99.9999,999.9999
32.54725,-114.696
33.84018611,-109.964
99.9999,999.9999
34.11318889,-109.897
33.24255278,-111.546
32.61432222,-114.633
33.33333333,-112.183
99.9999,999.9999
32.70093889,-113.927
99.9999,999.9999
33.60975833,-112.427
33.64043333,-112.029
33.48035278,-112.199
33.3926,-112.004
33.63445833,-112.044
99.9999,999.9999
33.858475,-112.195
33.49637222,-112.136
33.57353056,-112.1
33.60980556,-112.415
33.37776667,-112.069
99.9999,999.9999
99.9999,999.9999
99.9999,999.9999
35.53418889,-114.355
33.59671111,-111.934
34.23055,-113.071
32.24811944,-110.85
34.338625,-111.233
33.36598889,-110.716
33.57043333,-112.203
31.56945556,-110.283
33.40063056,-111.667
33.44828333,-111.988
33.48046111,-112.004
33.39351944,-111.648
33.37773056,-112.098
35.67899722,-112.136
32.71212778,-114.71
33.96134722,-111.393
33.42285556,-111.722
33.48831111,-111.935
35.32590556,-113.907
32.22085833,-110.79
32.72559444,-113.75
34.09010556,-112.144
33.37130278,-112.032
33.89355833,-112.147
36.31906111,-110.947
33.38615,-111.84
35.22056111,-114.186
34.29277222,-112.126
33.66089722,-114.002
36.67071667,-111.256
33.47871944,-112.335
32.55270556,-114.734
35.19956944,-114.422
33.60821111,-112.245
33.39130556,-111.968
32.15449444,-110.904
33.40722778,-112.047
33.46488333,-112.022
32.25067222,-110.899
33.46575,-112.059
33.46571111,-112.005
31.51823056,-110.257
36.48414167,-110.643
33.61064722,-112.152
33.52533889,-112.117
33.52721944,-112.152
33.38671389,-111.561
34.27475,-111.304
32.06159722,-110.993
33.43658611,-111.943
33.49495278,-112.088
33.49425,-112.251
33.378075,-111.962
33.43611111,-111.909
35.114825,-114.573
33.52945,-111.885
99.9999,999.9999
33.65258056,-112.279
33.47751389,-112.069
33.39973611,-112.008
33.49426944,-112.238
33.132225,-111.914
36.55740556,-111.407
33.48028333,-112.212
33.49239722,-112.152
33.34971944,-111.844
33.58278611,-111.976
36.49513611,-110.626
36.74348889,-110.075
99.9999,999.9999
33.49524167,-111.822
99.9999,999.9999
33.61120278,-111.729
33.59384722,-112.1
33.81783056,-111.894
99.9999,999.9999
99.9999,999.9999
33.31983889,-111.941
35.88573889,-114.005
33.40903056,-110.794
35.33377222,-114.062
33.49485,-112.128
99.9999,999.9999
33.66685833,-112.395
33.59984444,-112.1
33.396025,-112.142
33.66382222,-114.213
33.50918333,-112.076
35.04613611,-112.396
32.53547778,-109.449
32.14879722,-110.931
35.19094167,-113.365
34.53072222,-111.98
33.55538333,-113.265
34.49891944,-111.636
36.91803333,-113.867
33.31171944,-111.894
32.31066111,-109.413
34.25762222,-114.131
32.20106667,-110.873
32.163125,-111.007
33.79896389,-112.098
33.49476111,-112.209
34.25887778,-110.009
32.81906944,-113.486
34.48334444,-112.018
33.539875,-113.166
33.60531111,-112.299
